file,status,predicted,confidence,time,ground_truth,dataset_predicted,dataset_confidence
dean (1).jpg,ok,Jude,0.6837096470430015,2.4453368186950684,dean,,
dean (10).jpg,ok,Jude,0.633780475350051,2.712686061859131,dean,,
dean (12).jpg,ok,Jude,0.5797404252298878,2.8557302951812744,dean,,
dean (13).jpg,ok,Unknown,0.409275327273309,1.0987391471862793,dean,,
dean (11).jpg,ok,Jude,0.7874738464805766,2.7763233184814453,dean,,
dean (14).jpg,ok,Jude,0.6068042636831442,0.7222511768341064,dean,,
dean (15).jpg,ok,dean,0.5797067347470486,0.7886013984680176,dean,,
dean (16).jpg,ok,dean,0.49062135129518275,0.6982672214508057,dean,,
dean (17).jpg,ok,dean,0.6404406475254153,0.819988489151001,dean,,
dean (18).jpg,ok,Unknown,0.43522553776948497,0.7654430866241455,dean,,
dean (19).jpg,ok,dean,0.5653542540608105,0.7260525226593018,dean,,
dean (2).jpg,ok,Jude,0.6614398358122532,0.7115154266357422,dean,,
dean (20).jpg,ok,dean,0.5614149567503863,0.5928454399108887,dean,,
dean (21).jpg,ok,Jude,0.4841543491747085,0.521298885345459,dean,,
dean (22).jpg,ok,dean,0.6525317836684896,0.48913073539733887,dean,,
dean (23).jpg,ok,dean,0.6809569221429711,0.4606339931488037,dean,,
dean (24).jpg,ok,dean,0.6153225614403701,0.5087893009185791,dean,,
dean (25).jpg,ok,dean,0.5002952369335328,0.499112606048584,dean,,
dean (26).jpg,ok,Unknown,0.365216225613164,0.5006914138793945,dean,,
dean (27).jpg,ok,dean,0.49905993441737445,0.5299959182739258,dean,,
dean (28).jpg,ok,Unknown,0.3668911904970947,0.45671606063842773,dean,,
dean (29).jpg,ok,Unknown,0.3246122343820934,0.4748363494873047,dean,,
dean (3).jpg,ok,Jude,0.6893548938710145,0.4509134292602539,dean,,
dean (30).jpg,ok,Unknown,0.36264937363460625,0.4295027256011963,dean,,
dean (31).jpg,ok,Unknown,0.4281122985452801,0.4340379238128662,dean,,
dean (32).jpg,ok,dean,0.615148041714742,0.5540730953216553,dean,,
dean (33).jpg,ok,dean,0.6270385280972699,0.5339052677154541,dean,,
dean (34).jpg,ok,dean,0.7439115295908904,0.5253512859344482,dean,,
dean (35).jpg,ok,dean,0.7987619870848753,0.534142255783081,dean,,
dean (36).jpg,ok,dean,0.7684133804258142,0.4474050998687744,dean,,
dean (37).jpg,ok,dean,0.7263428712674782,0.46521735191345215,dean,,
dean (38).jpg,ok,dean,0.7931460868662508,0.4481682777404785,dean,,
dean (39).jpg,ok,dean,0.7527684521261558,0.43652892112731934,dean,,
dean (4).jpg,ok,Jude,0.6209891663787281,0.43390941619873047,dean,,
dean (40).jpg,ok,dean,0.7361923437573108,0.45082926750183105,dean,,
dean (41).jpg,ok,dean,0.6866517643350769,0.4491994380950928,dean,,
dean (42).jpg,ok,dean,0.6539191078107437,0.5280096530914307,dean,,
dean (43).jpg,ok,dean,0.6472817297364518,0.5017242431640625,dean,,
dean (44).jpg,ok,dean,0.7207118751313252,0.517287015914917,dean,,
dean (45).jpg,ok,dean,0.6821440252867225,0.48198652267456055,dean,,
dean (46).jpg,ok,dean,0.6343364336046833,0.4510016441345215,dean,,
dean (5).jpg,ok,Jude,0.6817546334180457,0.48322534561157227,dean,,
dean (6).jpg,ok,Jude,0.7736044401542557,0.48807692527770996,dean,,
dean (7).jpg,ok,Jude,0.6991279122816562,0.4871833324432373,dean,,
dean (8).jpg,ok,Jude,0.6229339787625328,0.489605188369751,dean,,
dean (9).jpg,ok,Jude,0.7315635023071582,0.774266242980957,dean,,
myke (1).jpg,ok,Jude,0.4601719387815823,0.7684388160705566,myke,,
myke (10).jpg,ok,myke,0.4521430421755857,0.766143798828125,myke,,
myke (100).jpg,ok,Unknown,0.43183974711651457,0.7087228298187256,myke,,
myke (101).jpg,ok,Unknown,0.44990463857719976,0.4407534599304199,myke,,
myke (102).jpg,ok,Jude,0.5827416915929874,0.4504098892211914,myke,,
myke (103).jpg,ok,Jude,0.6461953553329304,0.4492366313934326,myke,,
myke (104).jpg,ok,Jude,0.6482821457765278,0.4788200855255127,myke,,
myke (105).jpg,ok,Jude,0.6220979635234317,0.5820372104644775,myke,,
myke (106).jpg,ok,Jude,0.6598565695961656,0.5401146411895752,myke,,
myke (107).jpg,ok,Jude,0.6322287353709436,0.5549025535583496,myke,,
myke (108).jpg,ok,Jude,0.6171693888383504,0.47008752822875977,myke,,
myke (109).jpg,ok,Jude,0.732390254357582,0.44907093048095703,myke,,
myke (11).jpg,ok,myke,0.5296872243307568,0.4378190040588379,myke,,
myke (110).jpg,ok,Jude,0.6432231985454872,0.45502591133117676,myke,,
myke (111).jpg,ok,Jude,0.5995038942569841,0.42279577255249023,myke,,
myke (112).jpg,ok,Jude,0.667647249249084,0.5547399520874023,myke,,
myke (113).jpg,ok,Jude,0.6386751410835847,0.5464339256286621,myke,,
myke (114).jpg,ok,Jude,0.5734545833438228,0.5261445045471191,myke,,
myke (115).jpg,ok,Jude,0.5576938469683251,0.5484089851379395,myke,,
myke (116).jpg,ok,Jude,0.5132907448218899,0.44261765480041504,myke,,
myke (117).jpg,ok,Jude,0.6149812094932332,0.44382309913635254,myke,,
myke (118).jpg,ok,Jude,0.5303300667448985,0.43891143798828125,myke,,
myke (119).jpg,ok,Jude,0.6027335049733221,0.4281885623931885,myke,,
myke (12).jpg,ok,myke,0.5303559822866153,0.4680039882659912,myke,,
myke (120).jpg,ok,Jude,0.4575447528553859,0.5426645278930664,myke,,
myke (121).jpg,ok,Jude,0.6063615437599976,0.5665135383605957,myke,,
myke (122).jpg,ok,Jude,0.5897429962182221,0.596991777420044,myke,,
myke (123).jpg,ok,Jude,0.7052607141856496,0.5747959613800049,myke,,
myke (13).jpg,ok,myke,0.4689411935069449,0.48030781745910645,myke,,
myke (124).jpg,ok,Unknown,0.426231154118889,0.5562469959259033,myke,,
myke (14).jpg,ok,myke,0.5578636991997417,0.4409668445587158,myke,,
myke (15).jpg,ok,myke,0.5975702642979026,0.4779787063598633,myke,,
myke (16).jpg,ok,myke,0.5877029558575373,0.4979417324066162,myke,,
myke (17).jpg,ok,myke,0.5688139312808954,0.5458998680114746,myke,,
myke (18).jpg,ok,myke,0.4644435811068837,0.5489463806152344,myke,,
myke (19).jpg,ok,Unknown,0.38772937237599064,0.5192122459411621,myke,,
myke (2).jpg,ok,Unknown,0.36408487162614833,0.522972822189331,myke,,
myke (20).jpg,ok,Unknown,0.4111798247069769,0.466555118560791,myke,,
myke (21).jpg,ok,Jude,0.733819190231156,0.44820618629455566,myke,,
myke (22).jpg,ok,Jude,0.7936105777782265,0.42910194396972656,myke,,
myke (23).jpg,ok,Jude,0.7533333639399588,0.49654293060302734,myke,,
myke (25).jpg,ok,Jude,0.7285850103214764,0.5191988945007324,myke,,
myke (24).jpg,ok,Jude,0.8005638533749357,0.5287213325500488,myke,,
myke (26).jpg,ok,Jude,0.8279573178206007,0.5364253520965576,myke,,
myke (27).jpg,ok,Jude,0.7900340102830287,0.5312016010284424,myke,,
myke (28).jpg,ok,Jude,0.6460487830185159,0.5231096744537354,myke,,
myke (29).jpg,ok,Jude,0.6792764742451008,0.5213103294372559,myke,,
myke (3).jpg,ok,Jude,0.4522095701455634,0.4367516040802002,myke,,
myke (30).jpg,ok,Jude,0.6602990789304158,0.4410285949707031,myke,,
myke (31).jpg,ok,Jude,0.7251990139014962,0.4774949550628662,myke,,
myke (32).jpg,ok,Jude,0.7880163529644671,0.49579834938049316,myke,,
myke (33).jpg,ok,Jude,0.6824189667210456,0.527592658996582,myke,,
myke (34).jpg,ok,Jude,0.7684646821235216,0.5035996437072754,myke,,
myke (35).jpg,ok,Jude,0.8476776436068735,0.5302491188049316,myke,,
myke (36).jpg,ok,Jude,0.8553003321695006,0.5268232822418213,myke,,
myke (37).jpg,ok,Jude,0.8500155332267739,0.4683799743652344,myke,,
myke (38).jpg,ok,Jude,0.7648519942063615,0.520531415939331,myke,,
myke (4).jpg,ok,Unknown,0.43889037124330293,0.4986753463745117,myke,,
myke (39).jpg,ok,Jude,0.805322478677637,0.5155000686645508,myke,,
myke (40).jpg,ok,Jude,0.7836387427599637,0.47140002250671387,myke,,
myke (41).jpg,ok,Jude,0.8632858275249095,0.5208168029785156,myke,,
myke (43).jpg,ok,Jude,0.6911528591867419,0.5900139808654785,myke,,
myke (42).jpg,ok,Jude,0.7133197298446524,0.6123740673065186,myke,,
myke (44).jpg,ok,Jude,0.5870052219834233,0.5418598651885986,myke,,
myke (45).jpg,ok,Jude,0.7907697729396468,0.5107936859130859,myke,,
myke (46).jpg,ok,Jude,0.8096050441069578,0.44184279441833496,myke,,
myke (47).jpg,ok,Jude,0.7764992391606577,0.4365537166595459,myke,,
myke (48).jpg,ok,Jude,0.7617960536130451,0.42864298820495605,myke,,
myke (49).jpg,ok,Jude,0.49333396319222234,0.4610147476196289,myke,,
myke (5).jpg,ok,Jude,0.485878217199111,0.48323631286621094,myke,,
myke (50).jpg,ok,Jude,0.5420961017639592,0.48095226287841797,myke,,
myke (51).jpg,ok,Jude,0.48691290257181596,0.5222249031066895,myke,,
myke (52).jpg,ok,Jude,0.6409033459273755,0.5273840427398682,myke,,
myke (54).jpg,ok,Jude,0.6869968842555141,0.49439334869384766,myke,,
myke (53).jpg,ok,Unknown,0.4441123503361764,0.5111589431762695,myke,,
myke (55).jpg,ok,Jude,0.5820385485336939,0.48566317558288574,myke,,
myke (56).jpg,ok,Jude,0.8226194043596168,0.4458143711090088,myke,,
myke (58).jpg,ok,Jude,0.5565744230011795,0.45438551902770996,myke,,
myke (57).jpg,ok,Jude,0.7271532221426614,0.4581923484802246,myke,,
myke (59).jpg,ok,Unknown,0.4442720570886607,0.4360802173614502,myke,,
myke (6).jpg,ok,Jude,0.5234099083855035,0.5146923065185547,myke,,
myke (61).jpg,ok,myke,0.566566227668636,0.5215375423431396,myke,,
myke (60).jpg,ok,Unknown,0.38548493086853747,0.5251214504241943,myke,,
myke (62).jpg,ok,myke,0.5370527277865811,0.48726868629455566,myke,,
myke (63).jpg,ok,myke,0.5766045759606881,0.44769859313964844,myke,,
myke (65).jpg,ok,Unknown,0.34573447946609237,0.4635758399963379,myke,,
myke (64).jpg,ok,myke,0.4582704780202041,0.5006053447723389,myke,,
myke (66).jpg,ok,Unknown,0.4139613333204876,0.4712495803833008,myke,,
myke (67).jpg,ok,myke,0.48217344950226,0.4671053886413574,myke,,
myke (68).jpg,ok,Unknown,0.3893464046816731,0.47389793395996094,myke,,
myke (69).jpg,ok,Unknown,0.3810942221642007,0.4799492359161377,myke,,
myke (7).jpg,ok,Unknown,0.42427993092475724,0.48352980613708496,myke,,
myke (70).jpg,ok,Jude,0.5458478719466344,0.42844510078430176,myke,,
